occupation,address,city,country,address_full,lat,long
Jewellers & gold/silver smiths,86 Morningside Road,Edinburgh,UK,"86 Morningside Road , Edinburgh , UK",55.9321089,-3.2101993
Jewellers & gold/silver smiths,88 Morningside Road,Edinburgh,UK,"88 Morningside Road , Edinburgh , UK",55.9320904,-3.2101514
Jewellers & gold/silver smiths,88 South Clerk Street,Edinburgh,UK,"88 South Clerk Street , Edinburgh , UK",55.9394478,-3.1800689
Jewellers & gold/silver smiths,59 Princes Street,Edinburgh,UK,"59 Princes Street , Edinburgh , UK",55.9524718,-3.1948309
Jewellers & gold/silver smiths,74 Princes Street,Edinburgh,UK,"74 Princes Street , Edinburgh , UK",55.9523064,-3.196096
Jewellers & gold/silver smiths,50 George Street,Edinburgh,UK,"50 George Street , Edinburgh , UK",55.9531843,-3.1983217
Jewellers & gold/silver smiths,19 Elder Street,Edinburgh,UK,"19 Elder Street , Edinburgh , UK",55.9561776,-3.1906741
Jewellers & gold/silver smiths,10 Chambers Street,Edinburgh,UK,"10 Chambers Street , Edinburgh , UK",55.94790172085947,-3.1879639448671115
Jewellers & gold/silver smiths,20 Forrest Road,Edinburgh,UK,"20 Forrest Road , Edinburgh , UK",55.945777,-3.1908745
Jewellers & gold/silver smiths,4 East Adam Street,Edinburgh,UK,"4 East Adam Street , Edinburgh , UK",55.9472235,-3.1829617
Jewellers & gold/silver smiths,66 Raeburn Place,Edinburgh,UK,"66 Raeburn Place , Edinburgh , UK",55.9592149,-3.212802
Jewellers & gold/silver smiths,13 Bristo Place,Edinburgh,UK,"13 Bristo Place , Edinburgh , UK",55.9459047,-3.1895315
Jewellers & gold/silver smiths,1 Mentone Terrace,Edinburgh,UK,"1 Mentone Terrace , Edinburgh , UK",55.9311828,-3.1737729
Jewellers & gold/silver smiths,57 Lothian Road,Edinburgh,UK,"57 Lothian Road , Edinburgh , UK",55.9476784,-3.2059681
Jewellers & gold/silver smiths,36 Leith Street,Edinburgh,UK,"36 Leith Street , Edinburgh , UK",55.9546887,-3.1871362
Jewellers & gold/silver smiths,20 Brandon Terrace,Edinburgh,UK,"20 Brandon Terrace , Edinburgh , UK",55.9619677,-3.2005446
Jewellers & gold/silver smiths,135C Princes Street,Edinburgh,UK,"135C Princes Street , Edinburgh , UK",55.9527353,-3.1927024
Jewellers & gold/silver smiths,5 Waverley Bridge,Edinburgh,UK,"5 Waverley Bridge , Edinburgh , UK",55.9526782,-3.1912317
Jewellers & gold/silver smiths,17 St Giles Street,Edinburgh,UK,"17 St Giles Street , Edinburgh , UK",55.9501307,-3.1922122
Jewellers & gold/silver smiths,16 Leith Street,Edinburgh,UK,"16 Leith Street , Edinburgh , UK",55.9546887,-3.1871362
Jewellers & gold/silver smiths,73 Rose Street,Edinburgh,UK,"73 Rose Street , Edinburgh , UK",55.9523938,-3.1994768
Jewellers & gold/silver smiths,42 Salisbury Place,Edinburgh,UK,"42 Salisbury Place , Edinburgh , UK",55.9370873,-3.179466
Jewellers & gold/silver smiths,12 St Andrew Square,Edinburgh,UK,"12 St Andrew Square , Edinburgh , UK",55.9536928,-3.1941781
Jewellers & gold/silver smiths,3 Waterloo Place,Edinburgh,UK,"3 Waterloo Place , Edinburgh , UK",55.9536574,-3.1880643
Jewellers & gold/silver smiths,8 Leith Street,Edinburgh,UK,"8 Leith Street , Edinburgh , UK",55.9546887,-3.1871362
Jewellers & gold/silver smiths,10 Leith Street,Edinburgh,UK,"10 Leith Street , Edinburgh , UK",55.9561442,-3.1860876
Jewellers & gold/silver smiths,36 South Bridge,Edinburgh,UK,"36 South Bridge , Edinburgh , UK",55.9488546,-3.1867325
Jewellers & gold/silver smiths,25 North Bridge,Edinburgh,UK,"25 North Bridge , Edinburgh , UK",55.9505271,-3.1874272
Jewellers & gold/silver smiths,131 Princes Street,Edinburgh,UK,"131 Princes Street , Edinburgh , UK",55.9507256,-3.2052742
Jewellers & gold/silver smiths,25 Leith Street,Edinburgh,UK,"25 Leith Street , Edinburgh , UK",55.9546887,-3.1871362
Jewellers & gold/silver smiths,82 South Bridge,Edinburgh,UK,"82 South Bridge , Edinburgh , UK",55.9488095,-3.186909
Jewellers & gold/silver smiths,132 George Street,Edinburgh,UK,"132 George Street , Edinburgh , UK",55.9519887,-3.2066852
Jewellers & gold/silver smiths,4 Millerfield Place,Edinburgh,UK,"4 Millerfield Place , Edinburgh , UK",55.9391681,-3.1878015
Jewellers & gold/silver smiths,4 Forrest Road,Edinburgh,UK,"4 Forrest Road , Edinburgh , UK",55.9460387,-3.1909173
Jewellers & gold/silver smiths,40 North Bridge,Edinburgh,UK,"40 North Bridge , Edinburgh , UK",55.9506291,-3.1880368
Jewellers & gold/silver smiths,38 Queensferry Street,Edinburgh,UK,"38 Queensferry Street , Edinburgh , UK",55.9508082,-3.2093728
Jewellers & gold/silver smiths,44 Shandwick Place,Edinburgh,UK,"44 Shandwick Place , Edinburgh , UK",55.9495959,-3.2098668
Jewellers & gold/silver smiths,50 Clerk Street,Edinburgh,UK,"50 Clerk Street , Edinburgh , UK",55.9420858,-3.1819328
Jewellers & gold/silver smiths,11 Great Junction Street,Edinburgh,UK,"11 Great Junction Street , Edinburgh , UK",55.9707108,-3.1724032
Jewellers & gold/silver smiths,1 Lower Gilmore Place,Edinburgh,UK,"1 Lower Gilmore Place , Edinburgh , UK",55.9418273,-3.20839
Jewellers & gold/silver smiths,139 Princes Street,Edinburgh,UK,"139 Princes Street , Edinburgh , UK",55.9505019,-3.206723
Jewellers & gold/silver smiths,6 Market Street,Edinburgh,UK,"6 Market Street , Edinburgh , UK",55.950923149999994,-3.189751529802503
Jewellers & gold/silver smiths,77 Rose Street,Edinburgh,UK,"77 Rose Street , Edinburgh , UK",55.9522177,-3.200521
Jewellers & gold/silver smiths,88 South Bridge,Edinburgh,UK,"88 South Bridge , Edinburgh , UK",55.9488948,-3.1871468
Jewellers & gold/silver smiths,55 Broughton Street,Edinburgh,UK,"55 Broughton Street , Edinburgh , UK",55.9578403,-3.1887677
Jewellers & gold/silver smiths,27 Earl Grey Street,Edinburgh,UK,"27 Earl Grey Street , Edinburgh , UK",55.9438952,-3.2039732
Jewellers & gold/silver smiths,28 Bread Street,Edinburgh,UK,"28 Bread Street , Edinburgh , UK",55.9458292,-3.2052915
Jewellers & gold/silver smiths,30 Bread Street,Edinburgh,UK,"30 Bread Street , Edinburgh , UK",55.9458292,-3.2052915
Jewellers & gold/silver smiths,32 Bread Street,Edinburgh,UK,"32 Bread Street , Edinburgh , UK",55.9458292,-3.2052915
Jewellers & gold/silver smiths,34 Bread Street,Edinburgh,UK,"34 Bread Street , Edinburgh , UK",55.9457056,-3.2034912
Jewellers & gold/silver smiths,12 Great Junction Street,Edinburgh,UK,"12 Great Junction Street , Edinburgh , UK",55.9709494,-3.1722939
Jewellers & gold/silver smiths,54 Leith Street,Edinburgh,UK,"54 Leith Street , Edinburgh , UK",55.9546887,-3.1871362
Jewellers & gold/silver smiths,10 South St Andrew Street,Edinburgh,UK,"10 South St Andrew Street , Edinburgh , UK",55.9533434,-3.1918191
Jewellers & gold/silver smiths,212 Morrison Street,Edinburgh,UK,"212 Morrison Street , Edinburgh , UK",55.9461552,-3.2145397
Jewellers & gold/silver smiths,"43 Leith Walk, Leith",Edinburgh,UK,"43 Leith Walk, Leith , Edinburgh , UK",55.9697713,-3.1721538
Jewellers & gold/silver smiths,30 Rose Street,Edinburgh,UK,"30 Rose Street , Edinburgh , UK",55.9518511,-3.2024306
Jewellers & gold/silver smiths,27A Marchmont Road,Edinburgh,UK,"27A Marchmont Road , Edinburgh , UK",55.9385332,-3.1946423
Jewellers & gold/silver smiths,22 Windsor Street,Edinburgh,UK,"22 Windsor Street , Edinburgh , UK",55.9587546,-3.1820361
Jewellers & gold/silver smiths,17 South St Andrew Street,Edinburgh,UK,"17 South St Andrew Street , Edinburgh , UK",55.9536476,-3.1915133
Jewellers & gold/silver smiths,93 South Bridge,Edinburgh,UK,"93 South Bridge , Edinburgh , UK",55.9490403,-3.1872231
Jewellers & gold/silver smiths,179 Bruntsfield Place,Edinburgh,UK,"179 Bruntsfield Place , Edinburgh , UK",55.9355767,-3.2096949
Jewellers & gold/silver smiths,139 Princes Street,Edinburgh,UK,"139 Princes Street , Edinburgh , UK",55.9505019,-3.206723
Jewellers & gold/silver smiths,192 Rose Street,Edinburgh,UK,"192 Rose Street , Edinburgh , UK",55.9513845,-3.2047
Jewellers & gold/silver smiths,139 Princes Street,Edinburgh,UK,"139 Princes Street , Edinburgh , UK",55.9505019,-3.206723
Jewellers & gold/silver smiths,59 Nicolson Street,Edinburgh,UK,"59 Nicolson Street , Edinburgh , UK",55.9455792,-3.1848992
Jewellers & gold/silver smiths,4 Nicolson Street,Edinburgh,UK,"4 Nicolson Street , Edinburgh , UK",55.9471043,-3.1857699
Jewellers & gold/silver smiths,178 Morrison Street,Edinburgh,UK,"178 Morrison Street , Edinburgh , UK",55.9462246,-3.2120144
